,Month,Year,Name,Account,Service,Cost,Enviroment
70,MAR,2025,Entercom Communications,724972922289,Amazon EC2 Container Registry (ECR),131.300434798,Environment$
71,MAR,2025,Entercom Communications,724972922289,Amazon EC2 Container Registry (ECR),0.0333139392,Environment$common
72,MAR,2025,Entercom Communications,724972922289,Amazon EC2 Container Registry (ECR),0.0224688585,Environment$global
73,MAR,2025,Entercom Communications,724972922289,Amazon EC2 Container Registry (ECR),0.3658387128,Environment$nonprod
74,MAR,2025,Entercom Communications,724972922289,Amazon EC2 Container Registry (ECR),762.410019429,Environment$prod
75,MAR,2025,Entercom Communications,724972922289,Amazon ElastiCache,11829.9808148102,Environment$
76,MAR,2025,Entercom Communications,724972922289,Amazon ElastiCache,6366.1915727225,Environment$nonprod
77,MAR,2025,Entercom Communications,724972922289,Amazon ElastiCache,5069.67552,Environment$prod
78,MAR,2025,Entercom Communications,724972922289,EC2 - Other,25550.8999375845,Environment$
79,MAR,2025,Entercom Communications,724972922289,EC2 - Other,0.7279999824,Environment$PSFalcon
80,MAR,2025,Entercom Communications,724972922289,EC2 - Other,1.6449709013,Environment$dev
81,MAR,2025,Entercom Communications,724972922289,EC2 - Other,18.2000000064,Environment$management
82,MAR,2025,Entercom Communications,724972922289,EC2 - Other,1178.8654541604,Environment$nonprod
83,MAR,2025,Entercom Communications,724972922289,EC2 - Other,18.4176347367,Environment$prd
84,MAR,2025,Entercom Communications,724972922289,EC2 - Other,6609.9791594171,Environment$prod
85,MAR,2025,Entercom Communications,724972922289,EC2 - Other,11.9858189794,Environment$stg
86,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,22057.4479534896,Environment$
87,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,58.496256,Environment$dev
88,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,7596.2128298798,Environment$nonprod
89,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,94.1897805474,Environment$prd
90,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,74348.7344910721,Environment$prod
91,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Compute Cloud - Compute,58.3228530709,Environment$stg
92,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Container Service,8929.6129922137,Environment$
93,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Container Service for Kubernetes,672.139197819,Environment$
94,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Container Service for Kubernetes,547.8385724175,Environment$nonprod
95,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Container Service for Kubernetes,609.336,Environment$prod
96,MAR,2025,Entercom Communications,724972922289,Amazon Elastic File System,117.9875281584,Environment$
97,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,7274.0884205006,Environment$
98,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,15.2336036063,Environment$Production
99,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,15.306543183,Environment$dev
100,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,283.9817653767,Environment$nonprod
101,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,45.7206892604,Environment$prd
102,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,2085.4655278181,Environment$prod
103,MAR,2025,Entercom Communications,724972922289,Amazon Elastic Load Balancing,15.353543115,Environment$stg
