,Month,Year,Name,Account,Service,Cost,Enviroment
124,JAN,2025,Entercom Communications,724972922289,Amazon Location Service,0.00146874,Environment$
125,JAN,2025,Entercom Communications,724972922289,Amazon MQ,60.7974424535,Environment$
126,JAN,2025,Entercom Communications,724972922289,Amazon MQ,209.9257725191,Environment$nonprod
127,JAN,2025,Entercom Communications,724972922289,Amazon MQ,208.6862159832,Environment$prod
128,JAN,2025,Entercom Communications,724972922289,Amazon Macie,2.13036096,Environment$
129,JAN,2025,Entercom Communications,724972922289,Amazon Managed Grafana,8.19,Environment$
130,JAN,2025,Entercom Communications,724972922289,Amazon Managed Grafana,8.19,Environment$nonprod
131,JAN,2025,Entercom Communications,724972922289,Amazon Managed Streaming for Apache Kafka,133.3203669059,Environment$
132,JAN,2025,Entercom Communications,724972922289,Amazon Managed Streaming for Apache Kafka,187.4221439472,Environment$nonprod
133,JAN,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,6291.2068462486,Environment$
134,JAN,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,1339.115630847,Environment$nonprod
135,JAN,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,2676.888035866,Environment$prod
136,JAN,2025,Entercom Communications,724972922289,Amazon Neptune,4.3989038806,Environment$
137,JAN,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,13631.1396214441,Environment$
138,JAN,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,11916.2220377965,Environment$nonprod
139,JAN,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,34406.492256512,Environment$prod
140,JAN,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,113.6081967199,Environment$stg
141,JAN,2025,Entercom Communications,724972922289,Amazon Personalize,2304.6950477373,Environment$
142,JAN,2025,Entercom Communications,724972922289,Amazon QuickSight,32.7731026794,Environment$
143,JAN,2025,Entercom Communications,724972922289,Amazon Redshift,1775.1595016745,Environment$
144,JAN,2025,Entercom Communications,724972922289,Amazon Registrar,56.0,Environment$
145,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,88939.6274154105,Environment$
146,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,0.059749586,Environment$loadtest
147,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,3729.5270757791,Environment$nonprod
148,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,811.8916536196,Environment$prd
149,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,8794.4132979221,Environment$prod
150,JAN,2025,Entercom Communications,724972922289,Amazon Relational Database Service,555.7326209331,Environment$stg
151,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,1599.9371701905,Environment$
152,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.183705522,Environment$Dev
153,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$Production
154,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$common
155,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.455,Environment$global
156,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.09113559,Environment$loadtest
157,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,7.402418478,Environment$nonprod
158,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,12.162788456,Environment$prod
159,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.091092456,Environment$sandbox
160,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.09102366,Environment$stg
161,JAN,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$test
162,JAN,2025,Entercom Communications,724972922289,Amazon SageMaker,5646.8492866832,Environment$
163,JAN,2025,Entercom Communications,724972922289,Amazon Simple Email Service,12.0198598341,Environment$
164,JAN,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,26.3648984527,Environment$
165,JAN,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.0134041343,Environment$Common
166,JAN,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.001405495,Environment$Production
167,JAN,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.001026025,Environment$Sandbox
168,JAN,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.0007007,Environment$prod
169,JAN,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,38.1180179147,Environment$
170,JAN,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,0.000118664,Environment$dev
171,JAN,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,1.0673293467,Environment$nonprod
172,JAN,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,1.4557538962,Environment$prod
173,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,46050.559788398,Environment$
174,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0718551392,Environment$Common
175,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0009120818,Environment$Dev
176,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0755561738,Environment$POC
177,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,11.7248651851,Environment$Production
178,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.001061987,Environment$Sandbox
179,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0027094938,Environment$common
180,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,20.6397847774,Environment$dev
181,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0968967659,Environment$loadtest
182,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,2305.2817253392,Environment$nonprod
183,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,2.7368840425,Environment$prd
184,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,15639.0067481542,Environment$prod
185,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0009164114,Environment$qa
186,JAN,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.00334429,Environment$stg
187,JAN,2025,Entercom Communications,724972922289,Amazon Simple Workflow Service,1.1052e-06,Environment$
188,JAN,2025,Entercom Communications,724972922289,Amazon SimpleDB,1.3041e-05,Environment$
189,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,14534.974992175,Environment$
190,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,3.3852,Environment$dev
191,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,101.465,Environment$nonprod
192,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,3.3852,Environment$ops
193,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,145.4735417041,Environment$prod
194,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,92.7926814044,Environment$shared
195,JAN,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,6.7704,Environment$stg
196,JAN,2025,Entercom Communications,724972922289,Amazon WorkSpaces,260.9970999382,Environment$
197,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,16737.3715392076,Environment$
198,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,2.1252903436,Environment$dev
199,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,2.1282258275,Environment$management
200,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,821.5551088024,Environment$nonprod
201,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,3.9441895551,Environment$prd
202,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,4000.4668828133,Environment$prod
203,JAN,2025,Entercom Communications,724972922289,AmazonCloudWatch,3.9452903617,Environment$stg
204,JAN,2025,Entercom Communications,724972922289,AmazonWorkMail,178.3599998544,Environment$
205,JAN,2025,Entercom Communications,724972922289,Aviatrix Secure Networking Platform Metered - 24x7 Support with Copilot,1.035,Environment$
206,JAN,2025,Entercom Communications,724972922289,CloudWatch Events,5.8252420779,Environment$
207,JAN,2025,Entercom Communications,724972922289,Docker Compose Server on Ubuntu Server 20.04,21.54,Environment$
208,JAN,2025,Entercom Communications,724972922289,Red Canary Managed Detection and Response,234144.0,Environment$
209,JAN,2025,Entercom Communications,724972922289,Savings Plans for AWS Compute usage,57384.6,Environment$
210,JAN,2025,Entercom Communications,724972922289,Tax,26438.44,Environment$
211,JAN,2025,Entercom Communications,724972922289,Upwind Runtime-Powered Cloud Security Platform,48000.0,Environment$
