,Month,Year,Name,Account,Service,Cost,Enviroment
115,APR,2025,Entercom Communications,724972922289,Amazon Personalize,323.396766,Environment$
116,APR,2025,Entercom Communications,724972922289,Amazon Polly,0.12556,Environment$
117,APR,2025,Entercom Communications,724972922289,Amazon QuickSight,30.0952891638,Environment$
118,APR,2025,Entercom Communications,724972922289,Amazon Redshift,191.385016944,Environment$
119,APR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,37145.3316709292,Environment$
120,APR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,0.0008106535,Environment$loadtest
121,APR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,1857.698872506,Environment$nonprod
122,APR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,5769.4078017605,Environment$prod
123,APR,2025,Entercom Communications,724972922289,Amazon Route 53,981.2344141118,Environment$
124,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1576906,Environment$Dev
125,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1,Environment$Production
126,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1,Environment$common
127,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.5,Environment$global
128,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1001532,Environment$loadtest
129,APR,2025,Entercom Communications,724972922289,Amazon Route 53,14.4859338,Environment$nonprod
130,APR,2025,Entercom Communications,724972922289,Amazon Route 53,8.1394454,Environment$prod
131,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1001292,Environment$sandbox
132,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1000138,Environment$stg
133,APR,2025,Entercom Communications,724972922289,Amazon Route 53,0.1,Environment$test
134,APR,2025,Entercom Communications,724972922289,Amazon SageMaker,1030.8927958728,Environment$
135,APR,2025,Entercom Communications,724972922289,Amazon Simple Email Service,6.2585195505,Environment$
136,APR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,8.052647738,Environment$
137,APR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.0028156711,Environment$Common
138,APR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,2.7e-05,Environment$Production
139,APR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,3.5e-06,Environment$Sandbox
140,APR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,2.75e-05,Environment$prod
141,APR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,15.825852187,Environment$
142,APR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,4.92e-05,Environment$dev
143,APR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,0.5744470508,Environment$nonprod
144,APR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,0.7232240532,Environment$prod
145,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,16909.9388797114,Environment$
146,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0346426646,Environment$Common
147,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0001169523,Environment$Dev
148,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0394132317,Environment$POC
149,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0176520694,Environment$Production
150,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0004702208,Environment$Sandbox
151,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0012518502,Environment$common
152,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,10.8303782681,Environment$dev
153,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0474402738,Environment$loadtest
154,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,815.4560350999,Environment$nonprod
155,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,1.6998522494,Environment$prd
156,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,8852.0033332108,Environment$prod
157,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.000407295,Environment$qa
158,APR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0016024013,Environment$stg
159,APR,2025,Entercom Communications,724972922289,Amazon Simple Workflow Service,5.1e-07,Environment$
160,APR,2025,Entercom Communications,724972922289,Amazon SimpleDB,6.2833e-06,Environment$
161,APR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,4741.8551684743,Environment$
162,APR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,73.62,Environment$nonprod
163,APR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,1.68,Environment$prd
164,APR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,71.1400336849,Environment$prod
165,APR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,46.1287981012,Environment$shared
166,APR,2025,Entercom Communications,724972922289,Amazon WorkSpaces,19.0,Environment$
167,APR,2025,Entercom Communications,724972922289,AmazonCloudWatch,6427.4051825463,Environment$
168,APR,2025,Entercom Communications,724972922289,AmazonCloudWatch,408.8405061498,Environment$nonprod
169,APR,2025,Entercom Communications,724972922289,AmazonCloudWatch,2289.4595113989,Environment$prod
170,APR,2025,Entercom Communications,724972922289,AmazonWorkMail,92.283333258,Environment$
171,APR,2025,Entercom Communications,724972922289,CloudWatch Events,2.7131536003,Environment$
172,APR,2025,Entercom Communications,724972922289,CrowdStrike Falcon Endpoint Protection,76531.06,Environment$
173,APR,2025,Entercom Communications,724972922289,Savings Plans for AWS Compute usage,28800.0,Environment$
174,APR,2025,Entercom Communications,724972922289,Tax,12090.89,Environment$
175,APR,2025,Entercom Communications,724972922289,Upwind Runtime-Powered Cloud Security Platform,48000.0,Environment$
